연도,구,거주인구,기타_부상자수,기타_사망자수,길가장자리구역통행중_부상자수,길가장자리구역통행중_사망자수,보도통행중_부상자수,보도통행중_사망자수,차도 통행중_부상자수,차도 통행중_사망자수,횡단중_부상자수,횡단중_사망자수,뺑소니_발생건수,뺑소니_부상자수,뺑소니_사망자수,자전거_발생건수,자전거_사망자수,자전거_부상자수,눈_발생건수,맑음_발생건수,비_발생건수,흐림_발생건수,눈_사상자수,맑음_사상자수,비_사상자수,흐림_사상자수,화재_소계,버스계_발생건수,승용계_발생건수,화물계_발생건수,버스계_사상자수,승용계_사상자수,화물계_사상자수,차대사람_발생건수,차대차_발생건수,차량단독_발생건수,차대사람_사상자수,차대차_사상자수,차량단독_사상자수,인구 10만명당 부상자수 (명)_x,인구 10만명당 사망자수 (명)_x,자동차 1만대당 발생건수 (건)_x,발생건수,부상자수,사망자수
2017,송파구,668730.0,234.0,5.0,62.0,0.0,29.0,0.0,25.0,0.0,287.0,9.0,34.0,60.0,3.0,401.0,2.0,444.0,12.0,2446.0,142.0,142.0,18.0,3367.0,213.0,207.0,287.0,123.0,1769.0,56.0,178.0,2566.0,69.0,621.0,2061.0,76.0,665.0,3083.0,80.0,566.9,3.4,109.9,2758.0,3805.0,23.0
2018,송파구,673061.0,269.0,7.0,47.0,2.0,27.0,0.0,66.0,1.0,253.0,5.0,36.0,53.0,1.0,343.0,1.0,372.0,9.0,2484.0,186.0,151.0,10.0,3423.0,267.0,223.0,308.0,124.0,1889.0,71.0,176.0,2736.0,97.0,649.0,2106.0,105.0,687.0,3155.0,117.0,583.8,4.0,111.9,2860.0,3932.0,27.0
2019,송파구,684655.0,276.0,2.0,26.0,0.0,34.0,0.0,65.0,2.0,208.0,1.0,30.0,47.0,0.0,434.0,0.0,486.0,1.0,2657.0,139.0,65.0,1.0,3706.0,186.0,86.0,317.0,109.0,1920.0,68.0,186.0,2739.0,94.0,592.0,2210.0,90.0,625.0,3265.0,126.0,586.3,1.9,110.4,2892.0,4003.0,13.0
2020,송파구,677387.0,226.0,2.0,38.0,0.0,42.0,0.0,46.0,0.0,67.0,1.0,30.0,47.0,0.0,418.0,2.0,475.0,4.0,2356.0,164.0,59.0,5.0,3179.0,230.0,88.0,297.0,77.0,1592.0,65.0,101.0,2258.0,81.0,478.0,2064.0,53.0,506.0,2959.0,55.0,520.7,1.6,97.3,2595.0,3509.0,11.0
2021,송파구,665104.0,217.0,1.0,37.0,1.0,53.0,0.0,50.0,0.0,132.0,1.0,37.0,57.0,0.0,389.0,5.0,425.0,13.0,2292.0,147.0,78.0,20.0,3099.0,209.0,103.0,241.0,69.0,1643.0,67.0,87.0,2302.0,95.0,469.0,2081.0,57.0,499.0,2963.0,61.0,528.5,2.1,97.6,2607.0,3509.0,14.0
2022,송파구,666815.0,217.0,1.0,30.0,0.0,61.0,0.0,58.0,0.0,168.0,2.0,29.0,41.0,0.0,364.0,1.0,408.0,10.0,2238.0,129.0,44.0,14.0,3130.0,168.0,60.0,332.0,108.0,1645.0,64.0,153.0,2416.0,90.0,521.0,2012.0,48.0,554.0,2999.0,50.0,540.8,1.4,95.7,2581.0,3594.0,9.0
2023,송파구,662029.0,226.0,4.0,46.0,0.0,62.0,0.0,81.0,0.0,129.0,2.0,34.0,53.0,1.0,359.0,1.0,407.0,17.0,2292.0,198.0,80.0,27.0,3187.0,274.0,94.0,364.0,109.0,1716.0,91.0,135.0,2499.0,121.0,530.0,2035.0,49.0,568.0,2990.0,55.0,545.9,1.5,99.4,2614.0,3603.0,10.0
2024,송파구,658182.0,226.0,2.0,45.0,0.0,47.0,0.0,44.0,0.0,183.0,2.0,15.0,28.0,0.0,470.0,2.0,530.0,8.0,2356.0,159.0,44.0,6.0,3224.0,218.0,55.0,302.0,,,,,,,546.0,2072.0,75.0,585.0,2982.0,79.0,535.0,1.0,96.0,2694.0,3635.0,11.0
2025,송파구,654127.0,218.0,2.0,47.0,0.0,49.0,0.0,43.0,0.0,186.0,2.0,10.0,20.0,0.0,483.0,2.0,546.0,8.0,2344.0,160.0,36.0,5.0,3201.0,219.0,42.0,303.0,,,,,,,544.0,2074.0,75.0,583.0,2971.0,77.0,532.0,1.0,95.0,2694.0,3620.0,11.0
2026,송파구,654127.0,223.0,2.0,45.0,0.0,49.0,0.0,39.0,0.0,181.0,2.0,6.0,15.0,0.0,497.0,2.0,563.0,6.0,2380.0,157.0,22.0,1.0,3240.0,213.0,23.0,304.0,,,,,,,540.0,2088.0,76.0,579.0,2966.0,77.0,529.0,1.0,93.0,2705.0,3613.0,10.0
2005,양천구,532334.0,123.0,2.0,13.0,0.0,26.0,0.0,50.0,1.0,131.0,1.0,112.0,154.0,0.0,81.0,2.0,81.0,,,,,,,,,,,,,,,,328.0,947.0,29.0,347.0,1479.0,39.0,367.7,3.2,85.0,1304.0,1849.0,16.0
2006,양천구,527483.0,10.0,1.0,30.0,0.0,29.0,1.0,57.0,3.0,166.0,4.0,78.0,110.0,0.0,84.0,1.0,87.0,,,,,,,,,153.0,,,,,,,282.0,964.0,27.0,295.0,1561.0,36.0,371.4,2.8,81.5,1273.0,1878.0,14.0
2007,양천구,522633.0,35.0,0.0,37.0,1.0,26.0,1.0,54.0,2.0,192.0,4.0,56.0,93.0,2.0,67.0,0.0,70.0,,,,,,,,,177.0,,,,,,,323.0,846.0,16.0,340.0,1384.0,29.0,341.5,3.1,74.4,1185.0,1737.0,16.0
2008,양천구,508119.0,59.0,1.0,50.0,1.0,56.0,1.0,68.0,0.0,207.0,8.0,54.0,94.0,0.0,141.0,3.0,156.0,,,,,,,,,217.0,,,,,,,432.0,1071.0,30.0,452.0,1656.0,35.0,417.8,4.1,96.8,1533.0,2122.0,21.0
2009,양천구,507901.0,121.0,0.0,37.0,0.0,32.0,0.0,39.0,3.0,172.0,2.0,45.0,77.0,0.0,181.0,2.0,188.0,,,,,,,,,251.0,,,,,,,385.0,1315.0,32.0,402.0,1992.0,37.0,476.2,3.6,106.4,1732.0,2413.0,18.0
2010,양천구,503734.0,115.0,3.0,24.0,0.0,39.0,1.0,34.0,0.0,149.0,2.0,36.0,62.0,1.0,155.0,0.0,163.0,,,,,,,,,195.0,,,,,,,355.0,1073.0,35.0,377.0,1669.0,36.0,409.7,2.4,89.9,1463.0,2070.0,12.0
2011,양천구,504636.0,118.0,0.0,26.0,1.0,29.0,1.0,44.0,0.0,152.0,3.0,32.0,44.0,1.0,180.0,1.0,192.0,,,,,,,,,206.0,,,,,,,347.0,1049.0,48.0,371.0,1592.0,57.0,396.8,2.8,88.7,1444.0,2006.0,14.0
2012,양천구,502462.0,145.0,0.0,24.0,0.0,20.0,0.0,38.0,2.0,173.0,6.0,38.0,65.0,0.0,167.0,2.0,169.0,,,,,,,,,196.0,,,,,,,391.0,980.0,47.0,407.0,1592.0,51.0,406.8,2.8,86.2,1418.0,2036.0,14.0
2013,양천구,498458.0,186.0,2.0,17.0,0.0,27.0,0.0,36.0,0.0,138.0,2.0,22.0,38.0,1.0,174.0,5.0,178.0,14.0,1076.0,136.0,98.0,15.0,1496.0,223.0,164.0,215.0,,,,,,,379.0,910.0,51.0,414.0,1441.0,64.0,383.4,2.8,81.2,1340.0,1905.0,14.0
2014,양천구,493228.0,223.0,0.0,6.0,0.0,30.0,0.0,12.0,1.0,139.0,6.0,27.0,58.0,0.0,232.0,2.0,239.0,11.0,1167.0,105.0,164.0,12.0,1610.0,155.0,214.0,185.0,,,,,,,398.0,1009.0,59.0,421.0,1520.0,72.0,407.6,2.6,88.7,1466.0,2000.0,13.0
2015,양천구,489954.0,209.0,1.0,31.0,0.0,28.0,0.0,25.0,0.0,190.0,4.0,43.0,59.0,0.0,195.0,3.0,201.0,4.0,1365.0,107.0,100.0,10.0,1912.0,150.0,151.0,203.0,,,,,,,468.0,1079.0,49.0,495.0,1690.0,60.0,456.2,2.9,95.3,1596.0,2231.0,14.0
2016,양천구,485244.0,146.0,0.0,46.0,0.0,17.0,0.0,52.0,2.0,152.0,4.0,27.0,42.0,0.0,199.0,3.0,212.0,7.0,1306.0,90.0,85.0,8.0,1782.0,130.0,143.0,219.0,,,,,,,405.0,1046.0,42.0,420.0,1599.0,49.0,426.7,2.5,89.0,1493.0,2056.0,12.0
2017,양천구,477435.0,135.0,4.0,18.0,0.0,11.0,0.0,63.0,2.0,151.0,2.0,11.0,24.0,0.0,146.0,1.0,148.0,6.0,1196.0,83.0,57.0,9.0,1587.0,125.0,78.0,234.0,53.0,885.0,39.0,70.0,1246.0,51.0,370.0,936.0,37.0,383.0,1375.0,44.0,376.6,2.7,79.3,1343.0,1789.0,13.0
2018,양천구,470550.0,183.0,1.0,19.0,0.0,14.0,0.0,26.0,1.0,141.0,3.0,16.0,26.0,1.0,121.0,0.0,132.0,9.0,1265.0,107.0,46.0,42.0,1682.0,168.0,57.0,208.0,72.0,976.0,35.0,113.0,1333.0,49.0,366.0,1015.0,47.0,388.0,1512.0,50.0,414.2,2.3,84.4,1428.0,1939.0,11.0
2019,양천구,464483.0,198.0,2.0,20.0,0.0,24.0,0.0,13.0,2.0,131.0,3.0,20.0,38.0,0.0,145.0,1.0,146.0,1.0,1369.0,78.0,57.0,1.0,1915.0,100.0,79.0,155.0,64.0,1007.0,38.0,82.0,1481.0,41.0,373.0,1097.0,36.0,391.0,1665.0,40.0,451.0,2.4,89.4,1506.0,2085.0,11.0
2020,양천구,460098.0,147.0,0.0,7.0,0.0,15.0,1.0,18.0,0.0,103.0,3.0,20.0,38.0,0.0,144.0,1.0,169.0,2.0,1212.0,82.0,42.0,2.0,1654.0,117.0,56.0,143.0,48.0,904.0,34.0,61.0,1273.0,41.0,281.0,1027.0,36.0,294.0,1505.0,37.0,399.5,1.5,77.9,1344.0,1829.0,7.0
2021,양천구,453262.0,142.0,3.0,9.0,0.0,32.0,0.0,20.0,0.0,93.0,4.0,19.0,22.0,1.0,127.0,3.0,131.0,1.0,1134.0,100.0,61.0,1.0,1476.0,141.0,76.0,140.0,45.0,877.0,18.0,53.0,1199.0,21.0,284.0,992.0,29.0,296.0,1380.0,30.0,375.6,3.1,77.9,1305.0,1692.0,14.0
2022,양천구,446599.0,150.0,3.0,8.0,0.0,14.0,0.0,12.0,1.0,75.0,3.0,29.0,45.0,0.0,111.0,1.0,115.0,3.0,1039.0,74.0,47.0,4.0,1380.0,92.0,58.0,145.0,54.0,793.0,18.0,69.0,1079.0,20.0,260.0,877.0,28.0,269.0,1240.0,28.0,344.4,1.8,70.6,1165.0,1529.0,8.0
2023,양천구,440926.0,128.0,2.0,12.0,0.0,28.0,0.0,30.0,0.0,93.0,0.0,30.0,45.0,1.0,118.0,1.0,131.0,5.0,1104.0,68.0,40.0,6.0,1479.0,82.0,58.0,139.0,73.0,813.0,41.0,85.0,1100.0,54.0,284.0,901.0,36.0,294.0,1298.0,37.0,369.7,1.1,74.3,1221.0,1624.0,5.0
2024,양천구,436146.0,161.0,2.0,11.0,0.0,24.0,0.0,17.0,0.0,92.0,2.0,8.0,18.0,0.0,136.0,1.0,148.0,0.0,1171.0,63.0,17.0,2.0,1549.0,73.0,16.0,149.0,,,,,,,302.0,1000.0,33.0,313.0,1408.0,32.0,394.0,1.0,78.0,1337.0,1746.0,8.0
2025,양천구,432901.0,175.0,2.0,10.0,0.0,21.0,0.0,14.0,0.0,90.0,2.0,4.0,11.0,0.0,143.0,1.0,155.0,0.0,1299.0,47.0,0.0,0.0,1717.0,42.0,0.0,148.0,,,,,,,306.0,990.0,36.0,318.0,1391.0,35.0,395.0,1.0,78.0,1333.0,1737.0,7.0
2026,양천구,432901.0,209.0,2.0,7.0,0.0,13.0,0.0,11.0,0.0,90.0,2.0,0.0,0.0,0.0,164.0,1.0,174.0,0.0,1596.0,17.0,0.0,0.0,2116.0,0.0,0.0,153.0,,,,,,,325.0,965.0,44.0,339.0,1367.0,45.0,397.0,1.0,76.0,1334.0,1745.0,6.0
2005,영등포구,454022.0,144.0,4.0,24.0,0.0,24.0,2.0,58.0,2.0,227.0,12.0,70.0,107.0,1.0,98.0,0.0,102.0,,,,,,,,,,,,,,,,464.0,1656.0,66.0,484.0,2752.0,77.0,778.7,7.6,146.2,2186.0,3281.0,32.0
2006,영등포구,450711.0,78.0,2.0,25.0,2.0,44.0,2.0,88.0,1.0,239.0,9.0,108.0,163.0,1.0,119.0,4.0,120.0,,,,,,,,,229.0,,,,,,,453.0,1639.0,74.0,480.0,2662.0,89.0,745.2,6.5,141.2,2166.0,3203.0,28.0
2007,영등포구,447399.0,96.0,2.0,31.0,0.0,33.0,1.0,71.0,4.0,256.0,16.0,94.0,159.0,2.0,116.0,2.0,127.0,,,,,,,,,290.0,,,,,,,487.0,1659.0,51.0,525.0,2707.0,65.0,742.8,8.0,136.5,2197.0,3262.0,35.0
2008,영등포구,443634.0,90.0,6.0,42.0,0.0,56.0,0.0,94.0,3.0,206.0,11.0,62.0,101.0,2.0,193.0,1.0,201.0,,,,,,,,,300.0,,,,,,,473.0,1660.0,78.0,511.0,2741.0,93.0,746.0,8.1,134.9,2211.0,3309.0,36.0
2009,영등포구,443922.0,165.0,3.0,33.0,0.0,66.0,0.0,81.0,2.0,212.0,10.0,54.0,91.0,0.0,238.0,4.0,263.0,,,,,,,,,233.0,,,,,,,527.0,1709.0,100.0,577.0,2777.0,127.0,780.5,7.5,144.1,2336.0,3448.0,33.0
2010,영등포구,440830.0,145.0,3.0,31.0,1.0,53.0,2.0,78.0,4.0,225.0,7.0,64.0,115.0,0.0,239.0,6.0,250.0,,,,,,,,,200.0,,,,,,,519.0,1650.0,84.0,555.0,2711.0,112.0,751.3,6.7,141.7,2253.0,3348.0,30.0
2011,영등포구,444650.0,227.0,3.0,15.0,3.0,56.0,1.0,78.0,1.0,225.0,8.0,51.0,92.0,1.0,281.0,0.0,305.0,,,,,,,,,195.0,,,,,,,593.0,1628.0,89.0,626.0,2616.0,112.0,756.7,6.4,150.3,2310.0,3326.0,28.0
2012,영등포구,432096.0,216.0,6.0,26.0,0.0,31.0,1.0,69.0,1.0,233.0,11.0,77.0,130.0,1.0,260.0,1.0,280.0,,,,,,,,,221.0,,,,,,,553.0,1534.0,92.0,597.0,2520.0,121.0,751.0,7.5,140.9,2179.0,3206.0,32.0
2013,영등포구,424079.0,229.0,2.0,31.0,0.0,27.0,1.0,48.0,0.0,248.0,15.0,47.0,86.0,0.0,301.0,4.0,321.0,13.0,1801.0,170.0,172.0,21.0,2583.0,274.0,278.0,196.0,,,,,,,577.0,1497.0,83.0,615.0,2435.0,107.0,742.0,6.9,139.5,2157.0,3128.0,29.0
2014,영등포구,422194.0,211.0,12.0,18.0,0.0,30.0,0.0,36.0,1.0,238.0,8.0,36.0,55.0,0.0,419.0,1.0,484.0,16.0,1926.0,153.0,95.0,18.0,2762.0,218.0,150.0,224.0,,,,,,,539.0,1579.0,75.0,570.0,2494.0,90.0,742.2,6.2,139.6,2193.0,3128.0,26.0
2015,영등포구,420370.0,176.0,6.0,52.0,0.0,26.0,1.0,61.0,1.0,254.0,12.0,47.0,69.0,1.0,407.0,4.0,457.0,14.0,2124.0,206.0,115.0,32.0,3081.0,293.0,183.0,224.0,,,,,,,562.0,1798.0,102.0,598.0,2840.0,154.0,853.0,6.7,151.2,2462.0,3564.0,28.0
2016,영등포구,412411.0,146.0,3.0,58.0,0.0,27.0,0.0,43.0,2.0,278.0,4.0,44.0,70.0,0.0,345.0,3.0,382.0,8.0,2136.0,174.0,74.0,14.0,3116.0,241.0,111.0,265.0,,,,,,,531.0,1777.0,95.0,567.0,2772.0,156.0,853.8,5.4,147.5,2403.0,3473.0,22.0
2017,영등포구,402471.0,169.0,2.0,40.0,1.0,17.0,0.0,89.0,2.0,253.0,8.0,35.0,64.0,1.0,257.0,2.0,278.0,11.0,2182.0,119.0,71.0,15.0,3217.0,191.0,115.0,222.0,107.0,1555.0,52.0,141.0,2364.0,77.0,560.0,1730.0,96.0,592.0,2800.0,149.0,875.3,5.5,146.7,2386.0,3519.0,22.0
2018,영등포구,403953.0,217.0,4.0,49.0,0.0,43.0,1.0,52.0,0.0,218.0,7.0,39.0,52.0,1.0,280.0,5.0,297.0,7.0,2272.0,142.0,66.0,10.0,3238.0,204.0,95.0,228.0,108.0,1590.0,62.0,157.0,2392.0,95.0,563.0,1877.0,53.0,611.0,2884.0,59.0,875.1,5.5,155.5,2493.0,3532.0,22.0
2019,영등포구,403062.0,230.0,4.0,22.0,0.0,49.0,0.0,52.0,0.0,222.0,2.0,27.0,36.0,0.0,319.0,1.0,374.0,9.0,2240.0,133.0,54.0,11.0,3182.0,198.0,68.0,235.0,131.0,1489.0,62.0,204.0,2192.0,79.0,565.0,1815.0,59.0,603.0,2783.0,76.0,860.6,2.7,154.1,2439.0,3451.0,11.0
2020,영등포구,405817.0,187.0,0.0,15.0,0.0,29.0,0.0,16.0,0.0,109.0,1.0,27.0,36.0,0.0,350.0,1.0,400.0,3.0,1984.0,162.0,55.0,3.0,2789.0,245.0,65.0,208.0,72.0,1326.0,58.0,91.0,1957.0,77.0,371.0,1786.0,51.0,394.0,2655.0,60.0,761.5,1.7,135.3,2208.0,3102.0,7.0
2021,영등포구,402041.0,154.0,2.0,17.0,1.0,22.0,0.0,25.0,0.0,120.0,6.0,44.0,56.0,1.0,338.0,1.0,383.0,2.0,1939.0,103.0,40.0,2.0,2671.0,132.0,50.0,181.0,67.0,1366.0,62.0,101.0,1934.0,82.0,340.0,1790.0,48.0,361.0,2570.0,51.0,740.1,3.7,132.2,2178.0,2967.0,15.0
2022,영등포구,399246.0,154.0,2.0,33.0,0.0,38.0,0.0,51.0,1.0,114.0,3.0,32.0,42.0,0.0,310.0,2.0,364.0,5.0,1812.0,95.0,24.0,6.0,2484.0,133.0,27.0,218.0,121.0,1249.0,42.0,147.0,1771.0,67.0,384.0,1545.0,69.0,401.0,2246.0,80.0,680.0,5.0,125.2,1998.0,2707.0,20.0
2023,영등포구,398482.0,149.0,2.0,27.0,0.0,31.0,0.0,60.0,0.0,127.0,1.0,34.0,46.0,0.0,247.0,1.0,278.0,6.0,1686.0,129.0,41.0,9.0,2320.0,184.0,65.0,320.0,128.0,1215.0,59.0,220.0,1717.0,71.0,385.0,1442.0,73.0,403.0,2139.0,84.0,658.4,1.8,119.6,1900.0,2619.0,7.0
2024,영등포구,397600.0,200.0,2.0,19.0,0.0,38.0,0.0,35.0,0.0,106.0,0.0,22.0,28.0,0.0,377.0,1.0,434.0,1.0,1752.0,116.0,17.0,2.0,2360.0,157.0,12.0,221.0,,,,,,,401.0,1616.0,67.0,422.0,2323.0,76.0,697.0,2.0,129.0,2084.0,2813.0,9.0
2025,영등포구,396834.0,204.0,1.0,15.0,0.0,40.0,0.0,32.0,0.0,86.0,0.0,20.0,23.0,0.0,388.0,0.0,448.0,0.0,1674.0,114.0,10.0,0.0,2218.0,151.0,0.0,219.0,,,,,,,380.0,1592.0,66.0,400.0,2254.0,72.0,673.0,1.0,126.0,2039.0,2719.0,7.0
2026,영등포구,396834.0,207.0,1.0,10.0,0.0,43.0,0.0,29.0,0.0,61.0,0.0,18.0,19.0,0.0,399.0,0.0,463.0,0.0,1571.0,115.0,4.0,0.0,2034.0,148.0,0.0,216.0,,,,,,,356.0,1561.0,65.0,373.0,2170.0,66.0,642.0,1.0,123.0,1982.0,2604.0,5.0
2005,용산구,264410.0,75.0,2.0,17.0,0.0,18.0,0.0,43.0,1.0,87.0,4.0,54.0,90.0,0.0,22.0,0.0,22.0,,,,,,,,,,,,,,,,230.0,1082.0,48.0,248.0,1816.0,67.0,879.3,8.3,158.1,1360.0,2111.0,20.0
2006,용산구,262677.0,82.0,0.0,13.0,1.0,14.0,0.0,25.0,1.0,108.0,3.0,38.0,58.0,0.0,31.0,0.0,32.0,,,,,,,,,111.0,,,,,,,227.0,1073.0,29.0,246.0,1766.0,36.0,836.9,5.8,154.0,1329.0,2034.0,14.0
2007,용산구,260944.0,67.0,1.0,15.0,0.0,24.0,0.0,31.0,3.0,112.0,3.0,53.0,86.0,0.0,18.0,1.0,18.0,,,,,,,,,160.0,,,,,,,241.0,1007.0,38.0,250.0,1750.0,51.0,820.2,8.1,147.0,1287.0,2037.0,20.0
2008,용산구,250159.0,77.0,1.0,25.0,0.0,22.0,1.0,36.0,1.0,113.0,2.0,45.0,76.0,0.0,23.0,1.0,22.0,,,,,,,,,217.0,,,,,,,262.0,931.0,40.0,274.0,1503.0,47.0,719.0,7.6,134.7,1233.0,1805.0,19.0
2009,용산구,251639.0,76.0,1.0,19.0,0.0,23.0,1.0,49.0,3.0,130.0,3.0,48.0,74.0,1.0,44.0,0.0,48.0,,,,,,,,,186.0,,,,,,,285.0,993.0,67.0,310.0,1556.0,81.0,767.1,8.0,147.3,1345.0,1927.0,20.0
2010,용산구,252100.0,86.0,3.0,20.0,0.0,18.0,0.0,36.0,0.0,120.0,4.0,65.0,101.0,1.0,33.0,1.0,34.0,,,,,,,,,146.0,,,,,,,272.0,906.0,67.0,279.0,1396.0,78.0,675.9,5.8,136.8,1245.0,1738.0,15.0
2011,용산구,259159.0,80.0,0.0,41.0,1.0,24.0,0.0,35.0,2.0,106.0,1.0,53.0,85.0,0.0,52.0,0.0,56.0,,,,,,,,,135.0,,,,,,,273.0,854.0,43.0,292.0,1367.0,54.0,657.2,3.5,126.9,1170.0,1704.0,9.0
2012,용산구,256869.0,86.0,1.0,26.0,1.0,19.0,1.0,45.0,2.0,98.0,1.0,49.0,82.0,0.0,57.0,0.0,59.0,,,,,,,,,117.0,,,,,,,267.0,882.0,53.0,289.0,1466.0,64.0,708.6,4.3,130.0,1203.0,1809.0,11.0
2013,용산구,253393.0,144.0,1.0,18.0,0.0,11.0,1.0,36.0,0.0,101.0,2.0,63.0,88.0,1.0,89.0,0.0,109.0,14.0,1190.0,97.0,44.0,21.0,1722.0,159.0,70.0,148.0,,,,,,,298.0,1030.0,63.0,312.0,1650.0,74.0,803.0,5.2,150.6,1391.0,2023.0,13.0
2014,용산구,250604.0,146.0,1.0,27.0,0.0,9.0,0.0,21.0,0.0,95.0,2.0,25.0,37.0,0.0,107.0,0.0,135.0,6.0,1222.0,64.0,27.0,8.0,1796.0,103.0,38.0,186.0,,,,,,,285.0,1009.0,56.0,299.0,1615.0,65.0,788.7,3.2,146.5,1350.0,1971.0,8.0
2015,용산구,249072.0,158.0,5.0,35.0,0.0,14.0,0.0,29.0,0.0,118.0,4.0,50.0,81.0,0.0,82.0,1.0,88.0,6.0,1350.0,118.0,40.0,9.0,1882.0,173.0,62.0,162.0,,,,,,,334.0,1123.0,59.0,362.0,1694.0,72.0,851.1,7.3,163.6,1516.0,2110.0,18.0
2016,용산구,246412.0,121.0,1.0,31.0,0.0,7.0,0.0,3.0,0.0,148.0,7.0,34.0,62.0,0.0,91.0,0.0,105.0,1.0,1317.0,76.0,33.0,1.0,1917.0,114.0,48.0,161.0,,,,,,,302.0,1079.0,47.0,321.0,1707.0,53.0,844.1,4.9,155.1,1428.0,2069.0,12.0
2017,용산구,243993.0,116.0,3.0,13.0,0.0,17.0,0.0,19.0,2.0,135.0,3.0,22.0,31.0,0.0,79.0,0.0,90.0,5.0,1245.0,48.0,39.0,30.0,1801.0,66.0,64.0,145.0,63.0,974.0,33.0,111.0,1469.0,45.0,286.0,994.0,57.0,313.0,1582.0,66.0,797.3,4.9,142.9,1337.0,1949.0,12.0
2018,용산구,245208.0,137.0,1.0,12.0,0.0,7.0,2.0,25.0,1.0,124.0,4.0,41.0,57.0,1.0,56.0,1.0,69.0,6.0,1202.0,69.0,44.0,6.0,1694.0,89.0,64.0,170.0,44.0,1009.0,20.0,60.0,1457.0,23.0,295.0,990.0,45.0,315.0,1499.0,52.0,755.6,5.7,142.2,1330.0,1852.0,14.0
2019,용산구,245095.0,119.0,1.0,33.0,0.0,5.0,1.0,15.0,1.0,100.0,3.0,33.0,64.0,0.0,53.0,0.0,56.0,2.0,1071.0,69.0,40.0,2.0,1455.0,97.0,65.0,217.0,39.0,866.0,32.0,44.0,1234.0,42.0,259.0,896.0,32.0,276.0,1312.0,36.0,658.3,4.1,128.1,1187.0,1614.0,10.0
2020,용산구,245281.0,73.0,2.0,5.0,0.0,13.0,0.0,11.0,1.0,56.0,3.0,33.0,64.0,0.0,43.0,0.0,49.0,1.0,804.0,48.0,25.0,1.0,1060.0,74.0,39.0,177.0,35.0,629.0,22.0,39.0,873.0,22.0,155.0,697.0,38.0,163.0,983.0,44.0,481.5,4.9,92.9,890.0,1178.0,12.0
2021,용산구,239896.0,91.0,0.0,13.0,0.0,13.0,0.0,10.0,1.0,52.0,1.0,36.0,48.0,0.0,99.0,1.0,114.0,7.0,909.0,66.0,24.0,8.0,1230.0,96.0,30.0,161.0,45.0,673.0,25.0,49.0,965.0,33.0,174.0,813.0,27.0,183.0,1163.0,28.0,576.9,2.1,105.1,1014.0,1369.0,5.0
2022,용산구,235042.0,119.0,4.0,8.0,0.0,15.0,0.0,15.0,0.0,75.0,3.0,45.0,57.0,1.0,67.0,0.0,72.0,1.0,865.0,32.0,38.0,1.0,1151.0,37.0,46.0,182.0,52.0,722.0,24.0,67.0,980.0,33.0,220.0,764.0,30.0,239.0,1071.0,31.0,570.1,4.7,111.4,1014.0,1330.0,11.0
2023,용산구,230587.0,125.0,0.0,8.0,0.0,14.0,0.0,9.0,1.0,62.0,1.0,50.0,80.0,1.0,62.0,1.0,66.0,3.0,889.0,39.0,20.0,3.0,1229.0,60.0,23.0,193.0,44.0,709.0,27.0,51.0,1024.0,35.0,205.0,763.0,28.0,214.0,1129.0,34.0,601.5,4.8,107.4,996.0,1366.0,11.0
2024,용산구,219612.0,127.0,2.0,4.0,0.0,15.0,0.0,8.0,0.0,96.0,2.0,40.0,56.0,1.0,69.0,1.0,75.0,1.0,1072.0,15.0,22.0,11.0,1560.0,16.0,16.0,247.0,,,,,,,239.0,787.0,38.0,252.0,1068.0,39.0,586.0,6.0,111.0,1065.0,1344.0,14.0
2025,용산구,216537.0,129.0,2.0,3.0,0.0,15.0,0.0,7.0,0.0,96.0,2.0,40.0,55.0,1.0,70.0,1.0,76.0,1.0,1047.0,8.0,21.0,11.0,1524.0,5.0,12.0,255.0,,,,,,,238.0,771.0,38.0,250.0,1026.0,38.0,572.0,6.0,109.0,1047.0,1299.0,14.0
2026,용산구,216537.0,132.0,2.0,3.0,0.0,14.0,0.0,5.0,0.0,92.0,2.0,39.0,53.0,1.0,75.0,1.0,81.0,0.0,959.0,5.0,20.0,8.0,1370.0,0.0,11.0,252.0,,,,,,,235.0,761.0,37.0,247.0,1001.0,36.0,560.0,5.0,106.0,1033.0,1271.0,13.0
2005,은평구,494536.0,131.0,2.0,33.0,0.0,21.0,0.0,51.0,1.0,185.0,5.0,61.0,75.0,2.0,62.0,1.0,66.0,,,,,,,,,,,,,,,,402.0,941.0,30.0,434.0,1494.0,33.0,411.9,2.3,109.7,1373.0,1950.0,11.0
2006,은평구,493796.0,115.0,3.0,49.0,2.0,41.0,1.0,51.0,0.0,188.0,1.0,46.0,60.0,1.0,78.0,2.0,78.0,,,,,,,,,169.0,,,,,,,417.0,955.0,19.0,446.0,1514.0,22.0,419.7,3.8,111.5,1391.0,1964.0,18.0
2007,은평구,493056.0,45.0,0.0,79.0,1.0,64.0,0.0,74.0,1.0,170.0,5.0,40.0,66.0,1.0,90.0,0.0,96.0,,,,,,,,,259.0,,,,,,,405.0,891.0,19.0,432.0,1404.0,27.0,398.5,3.5,105.4,1315.0,1847.0,16.0
2008,은평구,460573.0,23.0,0.0,148.0,4.0,88.0,0.0,73.0,4.0,190.0,6.0,43.0,57.0,0.0,147.0,0.0,157.0,,,,,,,,,221.0,,,,,,,514.0,1055.0,27.0,544.0,1601.0,31.0,466.2,3.5,127.0,1596.0,2160.0,16.0
